,business_id,name,latitude,longitude,cluster
3934,BsfM5XHpGrj4BEQ0QjVxew,Tropical Smoothie Cafe,28.5527878,-81.3256088,8
3935,Yhiws_Ul6P9VStAFXNiGAQ,Ruscello,33.923526,-84.342074,3
3936,e2nB-YRGkoA7AFhL1eqTOg,George's Pizza,49.2306249,-123.1558819,0
3937,I6o1Yo9VFfl19OUv31uEsA,McDonald's,40.0941844954,-82.8237605095,0
3938,FEqXdPjcbE5tTTPWHnwtkw,McDonald's,49.2617456,-123.069733,0
3939,co4-7hNnkQuw2E9j5Lxxpg,FuegoMundo South American Wood-Fire Grill,33.9074587,-84.3802014,6
3940,PSp0P_3zWIQabA5HAIJBMQ,Pho Basil,42.345812,-71.087215,6
3941,Hy7qOTKV6eBCtMSdjywvcQ,Krispy Kreme,45.4512473677,-122.5785569273,7
3942,gdHRCNDvWe7_ZZn9hp_ehw,Rico Pan Bakery,28.3046334499,-81.4148392473,8
3943,rZ4YvzavOEJ2VlVvAzq01A,Pollo Tropical,28.662137,-81.402005,0
3944,knWCVvLiZzvlDuYq9U4F1A,McDonald's,28.5967496253,-81.3049730659,8
3945,fiWBrRGTMBfjEbcPBgk0UQ,Cook Out,33.785627,-84.407901,9
3946,I0JCDO5ayLaa1Clnzjrx4g,Don Chilitos Mexican Grill,45.4936751,-122.8621206,9
3947,K1l8qMMG8Jq75_VkanRBhA,Veritas,39.9634065,-83.0011173,3
3948,JnyF6Y5KEoO3Ry2y68wJ8g,La Carreta Mexican Restaurant,39.9103294666,-83.4264096653,8
3949,bamYw6mtarcqW37ZPL7Wvw,Gold Train Express,49.2636417,-123.2101416,4
3950,l3ed9grAd1t_S53jJCKf4w,Do Chay,49.2500602,-123.0764991,7
3951,_QFD8JKi7nNKZYiytBuUKg,Taco Bell,28.34047,-81.59735,8
3952,LrdXlNbDIMNyIYv3sCzpFQ,McDonald's,30.3061969,-97.9370966,9
3953,Vr2uDVo1B0Y7dD4MtwJISQ,Motomachi Shokudo,49.2918484,-123.1345633,1
3954,Z_BjD1MBW4MLNBWhDtMeVA,Panera Bread,28.4867227,-81.4285025174,2
3955,XmvINqxEBwZmSuw6RTcWsA,"Rudy's ""Country Store"" and Bar-B-Q",30.4141543585,-97.7469867468,9
3956,bsoqoIjwnjpTuBKxTG0BIQ,Panera Bread,42.2050582,-71.1533564,7
3957,UOzMg38DLvHpsuMNthOrSg,Eddie George's Grille 27,39.974597,-83.026288,5
3958,OCgPQDbcmzhztv65vNh4hg,La Cascia's Bakery,42.4037258,-71.1070193,1
3959,N5v9Ojr1Mm3J6-a8WHhG6Q,Yoonique,45.4946679,-122.6075551,7
3960,O-nTXbl68XA2rdYW_m9uGw,Red Sauce Pizza,45.5484362,-122.6152171,6
3961,WESPiF4WcuAYb_r6N4SqgQ,Citizen Public House & Oyster Bar,42.3442332,-71.098032,3
3962,NhRYzLtnHbZivgUGjT8qFw,Bocado,33.7793459,-84.4097455,3
3963,RI16l-JSbNDVOHyWUIB6vg,JINYA Ramen Bar - Orlando,28.5428276,-81.3686467,5
3964,jsmImNO2eKNOVC-GY18img,Ado's Kitchen & Bar,40.0081745,-105.2766037,6
3965,JyPNR8kk5uBrhEMfuZoCug,Little Big Burger,45.5116533,-122.644857,1
3966,lxcY-CFWplXyKtj9wVbshg,Starbucks,45.523132,-122.698736,7
3967,_kCmJ7NbgMjAsSUQsmyrlw,Edible Flours,49.2637482974,-123.1568285581,0
3968,RQnV3RG1_6UOc30avQe3vQ,WINGS Coquitlam,49.245133,-122.8921847,5
3969,2LtNLB_oB8lOXAUfmiaHcw,Applebee's Grill + Bar,40.058391,-82.915087,5
3970,JA4BAvWfqcahJCzSiza4ag,C's Waffles,28.6131886784,-80.8073834523,7
3971,qw_rjhFbjBeeqPV1ACYcqQ,Daily Juice Cafe,30.3066595,-97.9452825,2
3972,oG52-ANm4b9sJMo-7HoaQw,Orlando Vineland Premium Outlets,28.3871743875,-81.4923639411,7
3973,l45r09qD9iIkQn9KoKKfuw,Bistro du Midi,42.3519814344,-71.0695337077,3
3974,qV2424zj9qwrjACyaCA-JQ,Dig,42.3512416,-71.0473171,7
3975,3ZfzRYU8VsbkZ-0xXudV_g,Dunkin',28.7567011,-81.3566344,7
3976,G6_o1h3cm7ocJK-To1HWew,Pho Please,30.243163,-97.72809,9
3977,usQRZ_mE5sPCiq9G7aJ64Q,Kenny's Noodle House,45.4978746,-122.5775489,1
3978,D2C0RtX8ptQMtOA8c-m3iQ,McMenamins Blue Moon Tavern & Grill,45.5261782,-122.6940895,5
3979,kHOI8apECknxdVDbG-foPg,Quattro Gatti Ristorante e Pizzeria,30.271351,-97.742053,3
3980,jGftZ-l2IGSdKp9hLZqKNw,Barry Bagels Westerville,40.1440930668,-82.9564282851,2
3981,n4w8EfGk828qQehX9JSehQ,Life Alive,42.3665930143,-71.1054959486,1
3982,6J-lSviMGkXXPldhncba_Q,Thaicoon & Sushi Bar,33.8044395665,-84.3355759796,6
3983,qnmBQgyQm-es6BNGcOhNNg,Outback Steakhouse,39.9867760491,-83.1517783565,6
3984,ZFc3K77G9xFhlyrKBZXRbg,Padova's Pizza,39.9161068,-82.8632,0
3985,yTa3QHFVTxxVoyCFQw3fsg,Casa Arandinas,30.193794,-97.842702,6
3986,xc9blYNLorfcIl6NyYcLpw,NY Bagel & Deli,28.4163575,-81.4415672,7
3987,I_nNn90LaLEHKIKeeXQIvw,Tim Hortons,39.9482908,-82.9421444,8
3988,_THi4uGEIw86EuDCn4GvMA,Starbucks,28.465018,-81.3975331,7
3989,382AcCgS-JmUPgXWkmDStg,Knight Moves Cafe,42.3414485,-71.1250103,8
3990,pG-PyLwPzwzC46Trup8icA,Rocket Breakfast,45.5404423177,-122.6091894507,2
3991,Ctj7sNBS2_LDAuSjmDH58w,Zheng Garden,42.3490685,-71.2284991,4
3992,aBS2XF2qnqCL_jUbOno4TQ,Giovanni's Pizza & Roast Beef,42.487814,-71.016095,0
3993,jABFzSWTn9mIMDEEm8GV-A,Chipotle Mexican Grill,45.5232658614,-122.691125,8
3994,xEwVqr0h7fYh966oFrDtDg,SnowBean,28.5537621,-81.3171639,7
3995,yMsHHTvQbERdjuLuyoOGsA,China Wok,42.572758,-70.8926559,7
3996,ICtCTow-58Ie24hOC1eG3w,Rose City Taqueria,45.5937261,-122.7355414,1
3997,yY4vyeRHbgq2Fo9Mdi0rnw,Firehouse Subs,45.383025,-122.754874,1
3998,LwOniDmSFZ9NPKaMnkPmEg,Best Fish and Chicken Wings,28.8088607,-81.2645952,1
3999,mIMbzgp-haGUzZ1Vf4n78w,Riverside Mill Food Court - Temporarily Unavailable,28.386699,-81.536759,2
4000,4pq3yCvk4Z-aGFQAgznCww,TGI Fridays,33.6389519665,-84.4424295166,5
4001,umLgWOb61jjRmzeb-5Faeg,Deer Garden Signatures,49.2276101985,-123.0905393791,1
4002,O7MnfIUoJ_MqYJWM40HDEg,Woking Dragon,49.2838747028,-122.810149566,6
4003,BINtWiNSv30lVuBac7jsOw,Sabor Brasil Brazilian Food,28.3442621,-81.4871365,1
4004,2J7LbouwYSU7JaAKnRQ1Dw,Avenue Deli Watertown,42.3658228,-71.1657158,7
4005,WEp7wgccEWd3eo3x8ku5uQ,Tasty China,28.5086046957,-81.2386136354,9
4006,g_flFWsX8EA9PbzJ9VRCvQ,Selena's Custom Kitchen,45.555248,-122.528093,7
4007,DvP4ZL3zQDg_2oA5iqgxbw,Puritan Pizza,42.29561,-71.048971,0
4008,smHdOf6ISN9SUJAC_zPKEA,Rio Brazilian Steakhouse,49.2879495,-123.1404201,6
4009,f-Noxw8EeTc7gk-aVcz-EQ,Domino's Pizza,28.256854,-81.6582073,0
4010,I6ICIYDaNoTZyQw7MVGuQw,BIBIBOP Asian Grill,39.9985549,-83.0074759,1
4011,2GbvdKgjy1fIfjFlmZyF6Q,Painted Lady Coffee House,45.4427381,-122.6402878,2
4012,bL8RqB4mJvJaVquEV3yeMw,MOD Pizza,45.517281,-122.675114,1
4013,raUWzShInQIVxotKQjhhHw,Moonlight Grill & Deli,45.44197,-122.749451,8
4014,M2LwSWzS2a9_ssmDe_n0Og,Thundercloud Subs,30.189781,-98.082189,9
4015,l3WhYJjciKbA8_oxiaUu3Q,Blue Nile Restaurant,42.3222059,-71.1096053,6
4016,AfB-PQ0zM2L-PgtOVlLr2Q,Renata,45.5134374,-122.6590408,3
4017,DIHSgOkVRQQqjEKNZ9i5vA,DOMU -  Orlando,28.452718,-81.4898921,5
4018,FiC58EBZOGDtWrY5p12X2g,Eh! Restaurant,49.2846246,-123.1232245,0
4019,GMtH39FGqsnlBbFJUj3RVg,Dream Sushi,49.2458467,-123.1014995,1
4020,VO1ifwP9UJ7hjkswXaOrNA,La Fruta Feliz,30.2868532,-97.7048861,9
4021,vfbdpdpoHrcFRalQfLtRWg,Royal Punjab,42.371206,-71.0801445,6
4022,FtjZTO1BUlotjgas68nfHw,Dimi's Place,42.3573341,-71.1077389,1
4023,amk-VBkEMKEHnpr7bLyM-Q,Little Italy's Trattoria,45.6281634,-122.6724433,1
4024,TMvqgRoTeNroRMi8jzrwwQ,McDonald's,30.4124992605,-97.69048,8
4025,fAZ6KkZqOmQYIGZT9Zw-0w,Rush Bowls,40.0088258,-105.2764647,7
4026,yJNcyr1MDlXXYCBiIs-EBA,Miller's Ale House - Hunter's Creek,28.3682715,-81.4264819,5
4027,yOKJZIOsfahncAp9PMCVjw,Cardone's Restaurant & Bar,40.124571,-82.945752,3
4028,5pkmP0W8Fh-A3jnUJHOX-w,Saloniki Greek,42.3448811204,-71.100546,1
4029,yBL2cgWi-S-PafOy3mF_Og,Yummy To Go,49.2863974,-123.1404263,7
4030,_x0J1xmxnfV_dkTMJxTXeA,Showcase Eatery,33.668617,-84.4446297,0
4031,3QW8GJubeJb4oEAcnzbGAg,Chick-fil-A,39.98101,-82.8347438,9
4032,g4qtydGzft88V0khvtYIdw,Bojangles' Famous Chicken 'n Biscuits,33.615125,-84.472216,2
4033,a0UVUJGOcZOxYsl-nU1FBw,Javi's Best of Tex-Mex,30.217777,-97.689705,6
4034,5jCQ11S5j3-YUUk_ERCpAw,Right Taste Jamaican Restaurant,42.2674428,-71.0942746,0
4035,zeleLQ6__aFWhQmqgRqH5Q,The Greedy Pig,49.2838231,-123.1093523,8
4036,Jo8rPbHdtJpXfxvgYW-lUw,Happy Teriyaki,45.4707221985,-122.5794067383,9
4037,ypcxtK09vGtgN32FTcaveA,I Love Wings,33.687462,-84.487641,0
4038,xwGGVuxF6ULkHapH0dm-9g,Harvest Pizzeria - Dublin,40.1004471,-83.114339,5
4039,BBaoO-Bjnc2lI28MoTEf0Q,India Palace Restaurant,28.384121,-81.500509,6
4040,EoqXsWs6klHRMVNczUXdcA,Honolulu Coffee,49.2344086533,-123.1548166439,2
4041,5AQR4mka_xM6JhW2zfRGrg,Nayhely's Place,45.6882694548,-122.660093084,2
4042,bMeMEFcevQtSQ4p2-rRq3w,Gourmet Garden,42.175319,-70.889337,6
4043,fJLI9HPSEXns9LTOmm6pXA,Artisan Eats Cafe & Fine Foods,49.3799524,-123.3499608,1
4044,R4uB3o2BZgDEc4B3v1fazw,Dunkin',42.4195148,-71.1530435,7
4045,5gB8Ffi8tCSurp05uYcLpA,Lu's Teriyaki,45.5629709,-122.6591093,4
4046,l5r5mdi099B9zwyVL-5-Lg,The White Bull Tavern,42.3606241476,-71.0570657492,4
4047,EPGKI3NCZzvgnIDgtD4Ptg,Al Hawr,45.4976388,-122.6694032,3
4048,t5dYdtXGhB5rH3qsbDq_hQ,Weekday Cafe,33.7554655,-84.3880061,2
4049,wcCNZ3yP-gn0VLpI9WGeWw,Carl's Jr,45.581218,-122.6630113,8
4050,hgguKKIelViLpyWQiH6M4w,Rogue Hall,45.5128382,-122.6855145,5
4051,b7kKPiS9fJLpnScMs4qAnQ,Pluckers Wing Bar - Research,30.3726587,-97.7280278,5
4052,cs6HfZNykLVitm09jWFqWg,Moonshine Patio Bar & Grill,30.263769,-97.738036,5
4053,auRHyZerOVig6SOWFn_1bA,Lucky Cafe,42.3127356,-71.0574607,0
4054,n4t3vJ1vCZOfuIsqcCIvCw,Shrimp Lips Seafood and Chicken,39.9302359,-82.9838857,8
4055,yd6an6htop_UkhlpXfFsDg,Five Guys,28.5458101,-81.7077255,8
4056,SULQiO2LXYqTGOVumHqr-Q,McDonald's,42.2766061879,-71.0294382973,9
4057,YfddwLV7k0XQWd3DsnZ2vA,Brother's Roast Beef & Pizza,42.3254737,-71.1223539,1
4058,Q1cVQqykAdjJtTBsXhkWbw,OPA Grill & Tavern,40.2982066,-83.0681423,6
4059,Q2nm7xE945uYvk5aEpbzEA,Patron Tacos & Cantina,49.2786425,-123.1153525,6
4060,Tttrd51BDhVkKM7xggd52Q,Sage Hill Inn and Spa,30.03775,-97.93975,3
4061,J-ARdJI2hltJHe6_gJvzlA,Steak ’n Shake,28.5525486373,-81.4781807363,2
4062,bqC8cTtPJmSAW6NUVHV9YQ,Tavern at the End of the World,42.3821833,-71.079374,5
4063,hJ0g1l2_fR4wmuP4y9wrMA,Fulciniti's Market,42.3805599,-71.246446,0
4064,nuERu9UiNAMrCZG9wXKHog,Sanyo,42.44867,-71.228521,8
4065,GHe641VggznYYFnD9RM8pQ,Zoe's,42.3708466,-71.1135184,2
4066,bbw7r4W1ejuqorFKi4uCBw,Pizza Schmizza,45.5150026,-122.7550257,0
4067,S3V6IA4cp9Ci8tEhY9P-JA,The Backroom at Moody's,42.368297,-71.2371657,3
4068,Lt_XeNay-YhZWnk8WnOkSA,Kissimmee Bakery & Restaurant Latin Food,28.304903,-81.3940368,8
4069,6vCl7TfkuwokzsCt0S7pOQ,Burger King,30.3320885,-97.7035501,0
4070,821wfkFiKq3y-AhB2mvB8A,Pacific Pie Company,45.5118312,-122.6583994,1
4071,ld1yiNg9g6bk4owt5jdvYQ,Beijing Hot Pot,45.502389,-122.5779126,6
4072,GqCFSzqDyDi45Zm0Oy75xA,Su's Chinese Cuisine,33.7963896243,-84.3710424221,9
4073,TqVXqPn8tubQNs9ohqrs2w,Eddie George's Grille 27,39.9977466841,-82.8821799042,2
4074,OgvvTJFAJ28BcUP28bTJzQ,Dairy Queen,30.191857,-98.080843,7
4075,gScqKz8xWWd1iwapcYU6VA,Chilacates Mexican Street Food,42.3320041,-71.098674,4
4076,drqQRGUlAcIgvQC7ZXbeeQ,Burgerville,45.6648780585,-122.5608065358,9
4077,k_Qj2pX4XU3BvldcnS2AXw,Red Lobster,33.889744,-84.474448,6
4078,xLK-nQFpe0uxdGMlmZZqJg,Santa Fe Taqueria,45.5288925,-122.6987566,5
4079,f4UEWY2EiP41FgSm9C1myQ,West Napoli Cafe,42.283615,-71.156764,0
4080,YAnvqg699tciMYsqQfqMjw,Anderson's Coffee Company,30.3086982,-97.7504555,7
4081,4J5edpuQdZqJo_KM9uykqA,Omni Parker House,42.3577304,-71.0601302,0
4082,F0OdSkrW3LL0XxBTBLatxQ,Avana Sushi 3 & Seafood Restaurant,42.5234231,-71.1029792,1
4083,X6TN4iyI9fs2PPTP0hZeJg,CoCo's Grill,39.987508,-83.028295,9
4084,qYHAmi5mK-M0O_VGWCVZug,Sisters Ethiopian Restaurant,45.5110036116,-122.5372274593,7
4085,fP65pd6r9P6cHyKGw2q1FQ,Pajo's,49.1295851,-123.1859599,1
4086,q2dLb1JlmK1RRKP1sFh3RQ,Tula Taqueria,40.1352595,-82.9928458,1
4087,6zMk-He0XhowQu2p5pdtBg,Abner's Casual Dining,40.0346893,-83.1593935,2
4088,hSXJO6HPw9eh44MeIKZyRg,Round Table Clubhouse,45.407176,-122.724754,4
4089,x9ua3_6jz8EsD0ZpElgECA,Irie Jamerican Cuisine,39.9457155,-83.0625142,1
4090,yTSxG7WvaqeWx5bYMbDuAA,Chick-fil-A,30.285066,-97.735948,8
4091,MgpfEaDjGpn4aFR_g7sXrQ,Lone Star Kolaches,30.4120891,-97.6898658,7
4092,hebOCEtNSq9TRwCsnFE9Mw,Village Bar & Grill,42.4054899,-71.0658312,8
4093,VqXZmdpZepL-kM6aD2XDag,La Bohème,49.2687885,-123.0845319,0
4094,ndO6w5EoVZI1-e_Adl-ltw,Benevento's,42.3642823,-71.055398,6
4095,T13JrL10-6RVS7L-HeJjoQ,College Park Café,28.5722476,-81.3896858,2
4096,tOIag4Mh6N1PPHcBpJ6YTQ,Mashita Teriyaki,45.3841257,-122.7639548,1
4097,2cXOMeyBCx4JFgs5-CJQdQ,Joe Fortes Seafood & Chop House,49.2849406,-123.1247733,3
4098,voCJW85TO2voYbX9X3Ullg,Pho Hong Vietnamese Restaurant,49.2213562,-122.976575,1
4099,uL4z1YIFSBr1fF3uTK-_4g,The Old Bag of Nails Pub,40.087436,-83.018382,5
4100,_BSUgrGM2AbEI11K3DeZkQ,Jersey Mike's Subs,40.0332,-83.141277,0
4101,a84viVX0ShFQfqmYS0NzVQ,BurgerFi,28.346333,-81.608738,6
4102,Mx0ZbeGyZKj6i35PPgniRw,Pappadeaux Seafood Kitchen,30.414657,-97.745024,5
4103,e6RD0zBW63T2tcs_R_Ax9A,Portside Diner,42.5554918,-70.9240986,8
4104,Rsw_KSmFGd3n1HOD0mbDIA,Pea Ridge Kitchen and Bar,33.8228238,-84.2620575,5
4105,L_27dFJKMj8figtmTkpp1g,Hot Chicken Takeover,40.0554006,-82.9070954,1
4106,nJ2OawyoI-ZBLMsWOv1XQQ,Le Petit Marché,33.7516694486,-84.3225971594,2
4107,xpfHSV_yZEVjignwaQUOEg,Dragon Island II Restaurant,42.4657749,-71.0063666,0
4108,Pv8YRdveT82GMg_YLH_V3g,Beantown Burrito,42.3386743,-71.1071112,0
4109,4MCF8wSACEr09_O4VOhEbg,Mr. Puffs,28.447165,-81.394663,7
4110,lkDa4a8i5gpxxXgdOLyPZg,Buckhead Bread Company,33.839186,-84.3696071,7
4111,aNMoeGt3ulCJ6eLlyyjyZg,Kings Dining & Entertainment - Dedham,42.2296991957,-71.1770034571,5
4112,1BSEo02n3VS3Z39VpV2BRg,Menjiro,45.609067,-122.67761899999999,6
4113,vGfiJMtYzMrnn34EmSCtYw,Epic Buffet at Hollywood Casino,39.9489973284,-83.107811839,9
4114,M-8oTQoG6SfrkTD866tZJw,Frog Thai Cuisine,45.3881342,-122.6110908,9
4115,UjPt4Xou1Hg7bsrobSzA4A,Safeway,45.5659518964,-122.660104491,8
4116,sMGcNtd1iNi5IZk2sNhXLQ,Cactus Club Cafe,49.322767,-123.1074589,5
4117,xt1NGH4IawvoZPB9qO6F6Q,The Westin Great Southern Columbus,39.955811,-82.999065,0
4118,dQfAgDaQ_WFiX_D_wOgMfw,Habaneros Mexican Restaurant,28.6898394,-81.4063051,6
4119,kFT2RIf7gknFiPeyNx2jjw,Tensuke Express,40.05088,-83.051191,9
4120,vLKgesyq-yEfpzeAFgPorQ,The Picnic,30.263674,-97.762669,4
4121,GXWwV7BJ0kUhYvKx4IZS4w,El Tacoriendo,40.0024862,-83.1525667,9
4122,ttb14ekujoCNN5ozsz-gyA,KFC,28.538628,-81.208445,7
4123,KzXeYr0LJWUr-Kt0l1ObnQ,Via 313 Pizza - Oak Hill,30.232843,-97.865627,6
4124,ZfS9qi3Y22Bo1Xsawe5fPw,Domino's Pizza,42.1538606707,-71.0082988006,7
4125,Cqg7tm82Md98lhniKfyBtQ,Mandarin House,45.5222149,-122.6716192,6
4126,xOr2jdTnIRFK-ou3WaK7Rw,Lima Peruvian Restaurant,45.476231,-122.801482,6
4127,LWUE4u9NZZMSocMP8TU2kg,Speakeasy Bar & Grill,45.406132,-122.7456231,5
4128,f91fU9d8hvKNQ1dM_QGFqw,Kenton Station,45.5832182,-122.6870865,5
4129,xjiEGvcpZZhFfvVkIrkTxw,George's Restaurant & Bar,33.7830260594,-84.3543011137,5
4130,r68BCDgYYlRv212oC5lNaA,Tropics Pool Bar - Hilton Orlando,28.425127,-81.458517,8
4131,U-wNf5xZBHoHIH_Nlnif7g,Nicole's Pizza,42.3423541,-71.075197,0
4132,TsKS13HoV3lu6NMWemqQnw,Pepita Coffee,42.3678174,-71.0979205,8
4133,ahCPfTcTvIfZmmAnbh3YXg,Moe's Southwest Grill,28.4648921107,-81.3062223047,9
4134,TyxGpeuPBkCpOhiZGB-mxg,Tim Hortons,49.2798335098,-123.1171406628,0
4135,G0pzcri0Smk7ZB7pyywnfA,Debary Diner,28.8914833931,-81.3075911143,8
4136,DaVsivxgukVDj4y8NsKeCw,Pearl House Richmond,49.1799062647,-123.0696415901,1
4137,X_44ICVR5c0CmOEx8durjA,Los Mariachis Mexican Restaurant,39.887021,-82.998053,9
4138,lt-kIiOnSGIPue8FeyX6tg,Kiku Japanese Steakhouse,33.6584558,-84.5019347,6
4139,XTBj9ITnHVh0h9O3HBDPxg,Sinju Japanese Restaurant,45.3972178697,-122.7530250933,3
4140,s0sSli9r2FcJzjHGtlhDUg,Dang Anh Cafe,49.2376066,-123.0651502,1
4141,7JKXza8E6xzseXAWUdmUnA,Cafe Lokal,49.2683300474,-123.164868392,8
4142,HV7zReatPB-V60blg1mkKQ,Pho Tan,49.2434312,-123.1011702,1
4143,-vMXTaYR6sf_VWDH_rsC_g,Dumpling Garden,42.5614761682,-70.9331804603,7
4144,7WlxWL4B5ErNm6DtS4xWkg,Tomato Shack Pizza,49.1902636,-122.8413866,6
4145,asNb41HrcqVOIgY9qxz7nw,Farm To Ladle,33.773051217,-84.3662308131,9
4146,Jl4qgkVfuiBCh6gvu0b9zA,Your Pie Pizza,28.4634053,-81.3070097,0
4147,yhs93Z_OgXMORudFhmuygQ,Giovanni's Pizza & Subs,28.21729,-81.640289,9
4148,DEisrvE8BFoA_Nmv_INzmg,Starbucks,42.411201,-71.23327,7
4149,SjrVyIeYff2jEWhdBCgXPA,El Burrito Loco,45.5449333,-122.5785098,9
4150,3CqYM6jFMZDUrom2GLBWJA,Pita House,49.228313,-123.0904919,0
4151,KcRQycjBy3emHdK60YmEXA,Mamma Lisa's Pizzeria,42.3924092,-71.0932821,0
4152,Ada77RCLd6VF7TiHXsN8YQ,Junior's Tacos,39.9877284,-83.0105192,9
4153,-aRu1BAs4mWiWL6keT_I3A,Emerald Tavern Games & Cafe,30.371192,-97.724749,2
4154,9PqgXrhjN_fpGmlLOsQdFw,Chunky Subs,45.5097224,-122.6815294,8
4155,vgn1LR6IaHW_v24x64vp3Q,Starbucks,45.523783,-122.681998,0
4156,iybMKqCoj9GPb1eUs1Knxw,Five Guys,40.1659342,-83.0190557666,9
4157,ShILLkCk8UZ3H5qJVC5bKA,Via Delizia,45.5309412492,-122.6825786443,3
4158,RqtEy936GDBb0ddesDqKQg,Breakfast Table,49.258568,-123.1385172,2
4159,JyHK26BF8Qjf1DawfNDJzA,ToppSalad,42.5478296,-70.9443239,9
4160,AiCRKqq2a-vI_eZY7H8VuA,China Rainbow,42.3646916,-71.1807077,6
4161,brkVOZUWeevT2U-gvGJFIw,Donairville & Cafe,49.2540264,-122.8939025,6
4162,KjmdwtRacEv1c0_w3Nmsdg,Bocado Tapas Wine Bar,42.295932,-71.295113,3
4163,xR6vZKYwS2chMyUi2lYEPA,Fried Egg Im In Love,45.5545157,-122.6757358,7
4164,D_I70S3pPElxT3m09ruBOA,Mango Mama Cafe,49.1824293,-123.1342197,8
4165,bsGuOhibpJc-MHNXj9kiUg,Cask'n Flagon,42.3473254,-71.0981882,5
4166,jyU8_T2QNmaBRdjaMpXGDA,Nook,49.2694958775,-123.1092269719,8
4167,EuEHEJ828wfRHB-bCVsFxg,Papasan’s Vietnamese Cafe,28.3602136,-80.7327668,6
4168,emGEJND3abhpSw554D4xaw,Donut 7,30.39442,-97.720187,2
4169,3H63O0o-PXy7yW3MtJznOQ,The Story Cafe Eatery & Bar,49.1935792,-123.1279178,7
4170,JzvzpTPEMwwyHj3VBiK-Hg,Taco Bell,28.5534539899,-80.8449189169,8
4171,V5r0E89VSK0IDzZRvrhc3g,The Cheesecake Factory,42.345868,-71.081993,6
4172,qJY1aVSuf7wu4S8v9tuV8g,Glen’s Roast Beef,42.4439502,-71.0252153,0
4173,36dRd6UX0zqzRwFMR-z3uQ,Panda Wok,33.6797854896,-84.4171382056,4
4174,HIs4Y4J9KHmMP_0_hiJekw,Chi'Lantro,30.3245593141,-97.7400558742,9
4175,rx59jqPs8axhpZS7RWS5fA,The GA Chapter Room,33.9080257442,-84.3796686003,5
4176,OB67BseTZ6Vm1LkTdPkUlg,Taj Indian Cuisine,39.9998488,-105.2610465,6
4177,P4AT7PFqBXaKh5pw_syUXw,Casita Nicole Antojitos Mexicanos,30.1759234,-97.823177,4
4178,CJ1vzqkpyFY6U-1Cg3UPwA,Jamestown Mercantile,40.1159191,-105.3877112,0
4179,6NeFivDLWJCoP-8l3Bo3Bg,Boston Pizza,49.2584746,-123.0306817,6
4180,XdksV-gUjkNoAAkdWsrXPA,Angela's Cafe - Eagle Hill,42.3785276,-71.0349641,6
4181,lVOBDj4C2V9GWg_8a9aSKQ,Master Hung BBQ Restaurant,49.1549127,-123.1258403,0
4182,j7_pnqNqqpJJ11FRyeceng,Bleachers Sports Bar & Grill,45.5242661,-122.8071236,5
4183,076eM2qiTOU7sByb7qppaA,Bob's Sub Stop,42.312908,-71.2214257,8
4184,FOQMrU2G_qvPuUjbB-mytg,Thai New West,49.2290478,-122.8926386,0
4185,0-34zXQk2yUOIlAjDn6row,Pizza Hut,45.6689892,-122.6634685,9
4186,kCHL2l8rT2FWxmKdtmIktA,Foodie's Urban Market,42.3410025683,-71.0706589564,9
4187,cAbAzXoChKsZ67ubMhHLYg,Gigi's Cafe,45.478159,-122.694749,2
4188,4a6lD7kqK8O1rKC18wTPgg,Torchys Tacos,30.2053771746,-97.9784068083,4
4189,xOoXlr95b88cjkXSN1n1ZA,Restaurant Marrakesh,28.3682866,-81.5494099,3
4190,nFXCjdMZVmJZcky-_Yfj1w,The Fat Lamb,28.645327,-81.411897,6
4191,Z8wd5qc9kB1K4I3lj8y31g,Boston Pizza,49.2638726,-123.1342629,0
4192,GfZuFRFp_mS9IR9HQ6N70A,Pho Hong,30.382344,-97.723165,9
4193,Q426fRd-QFKYG0myV4DAdg,Tuscany Restaurant,49.3795289,-123.3354819,5
4194,XYxnlrQm59LblsAp3J-gmA,Chick-fil-A,30.401101,-97.744959,9
4195,XPyL9dCrctfsRn0eD7fuZA,Enchiladas Y Mas,30.3538981,-97.7269246,9
4196,V8qfSAF5Gt0W3L4hN7TsUA,Whispering Canyon Cafe,28.4096125,-81.5729328,6
4197,gEhTMF0qAcXnsoTUOQcnTw,Chit-Chat Cafe,45.53202,-122.6289892,1
4198,7_MfaTOxYy4CgkVyX0sJPw,Han Oak,45.5267944137,-122.6417672262,3
4199,twCcFfO7fMgH5gh_qbcTrA,Torchys Tacos,30.3032615805,-97.698905468,2
4200,69eteAh0LCHhwBwucqqO6Q,Cheryl Ann's,42.3034996,-71.1522689,0
4201,jOGLlmkNSWHKS7OOyF5Hyg,3 Doors Down Cafe & Lounge,45.5123044,-122.6260881,3
4202,7ba5TfiJJ3imeA4bzEeQ_g,Pinky's Famous Pizza,42.4139638,-71.1107199,1
4203,aoN6XWeQKHdrxoxOCgPINg,S & J's WoodFired Pizza,33.7709887,-84.2963392,7
4204,WR2AwqSoNIhYPAAfg660Tg,Texas Roadhouse,42.157308,-71.20123,9
4205,lSHG-3AFbUSZxqVY-VC9iw,Green Soma Vegan Cafe,33.6581818,-84.4087514,4
4206,ZnPm7NPHzPUkGaBQ84t9FA,Leyla's Kitchen,30.2910858,-98.0392137,0
4207,tHDZo1q2oImGvfGXoWD4Kw,Mixx Bao,49.264617484,-123.1366154976,8
